trip,date,site,species,pod,rep,prexppmpa
5,6/27/14,2,arpa,2,1,-0.65
5,6/27/14,2,cade,2,1,-0.65
5,6/27/14,2,ceco,2,1,-0.35
5,6/27/14,2,cade,2,2,-1
5,6/27/14,2,abco,2,2,-0.8
5,6/27/14,2,arpa,2,2,-0.55
5,6/27/14,2,ceco,2,2,-0.4
5,6/27/14,2,abco,3,1,-0.7
5,6/27/14,2,cade,3,1,-0.6
5,6/27/14,2,arpa,3,1,-0.4
5,6/27/14,2,ceco,3,1,-0.4
5,6/27/14,2,cade,3,2,-0.65
5,6/27/14,2,abco,3,2,-0.55
5,6/27/14,2,arpa,3,2,-0.4
5,6/27/14,2,ceco,3,2,
5,6/27/14,2,abco,4,1,-0.85
5,6/27/14,2,cade,4,1,-0.8
5,6/27/14,2,arpa,4,1,-0.35
5,6/27/14,2,ceco,4,1,-0.3
5,6/27/14,2,cade,4,2,-0.75
5,6/27/14,2,abco,4,2,-0.6
5,6/27/14,2,ceco,4,2,-0.35
5,6/27/14,2,arpa,4,2,-0.3
5,6/27/14,2,abco,5,1,-0.9
5,6/27/14,2,cade,5,1,-0.5
5,6/27/14,2,arpa,5,1,-0.45
5,6/27/14,2,ceco,5,1,-0.35
5,6/27/14,2,cade,5,2,-0.75
5,6/27/14,2,abco,5,2,-0.55
5,6/27/14,2,arpa,5,2,-0.4
5,6/27/14,2,ceco,5,2,-0.4
6,7/21/14,1,cade,1,1,-0.95
6,7/21/14,1,abco,1,1,-0.8
6,7/21/14,1,arpa,1,1,-0.6
6,7/21/14,1,ceco,1,1,-0.35
6,7/21/14,1,abco,1,2,-0.85
6,7/21/14,1,cade,1,2,-0.8
6,7/21/14,1,arpa,1,2,-0.75
6,7/21/14,1,ceco,1,2,-0.45
6,7/21/14,1,cade,1,3,-0.95
6,7/21/14,1,arpa,1,3,-0.75
6,7/21/14,1,ceco,1,3,-0.4
6,7/21/14,1,abco,2,1,-1.15
6,7/21/14,1,cade,2,1,-0.7
6,7/21/14,1,ceco,2,1,-0.45
6,7/21/14,1,arpa,2,1,-0.3
6,7/21/14,1,abco,2,2,-1.2
6,7/21/14,1,cade,2,2,-0.7
6,7/21/14,1,ceco,2,2,-0.5
6,7/21/14,1,arpa,2,2,-0.35
6,7/21/14,1,cade,3,1,-1.3
6,7/21/14,1,abco,3,1,-1.15
6,7/21/14,1,arpa,3,1,-0.85
6,7/21/14,1,ceco,3,1,-0.75
6,7/21/14,1,cade,3,2,-1.3
6,7/21/14,1,abco,3,2,-1.2
6,7/21/14,1,arpa,3,2,-0.9
6,7/21/14,1,ceco,3,2,-0.8
6,7/21/14,1,abco,4,1,-1.25
6,7/21/14,1,cade,4,1,-1.2
6,7/21/14,1,arpa,4,1,-0.4
6,7/21/14,1,ceco,4,1,-0.35
6,7/21/14,1,cade,4,2,-1.1
6,7/21/14,1,abco,4,2,-1.05
6,7/21/14,1,ceco,4,2,-0.7
6,7/21/14,1,arpa,4,2,-0.35
6,7/21/14,1,abco,4,3,-1.3
6,7/21/14,1,cade,4,3,-1.15
6,7/21/14,1,ceco,4,3,-0.6
6,7/21/14,1,cade,5,1,-1.15
6,7/21/14,1,abco,5,1,-1.15
6,7/21/14,1,arpa,5,1,-0.65
6,7/21/14,1,ceco,5,1,-0.5
6,7/21/14,1,cade,5,2,-1.5
6,7/21/14,1,abco,5,2,-1.05
6,7/21/14,1,arpa,5,2,-0.7
6,7/21/14,1,ceco,5,2,-0.35
6,7/21/14,1,cade,5,3,-1
6,7/21/14,1,abco,5,3,-1
6,7/21/14,1,ceco,5,3,-0.45
6,7/22/14,2,abco,1,1,-1.2
6,7/22/14,2,cade,1,1,-0.9
6,7/22/14,2,arpa,1,1,-0.85
6,7/22/14,2,ceco,1,1,-0.6
6,7/22/14,2,abco,1,2,-1.3
6,7/22/14,2,arpa,1,2,-0.95
6,7/22/14,2,cade,1,2,-0.9
6,7/22/14,2,ceco,1,2,-0.6
6,7/22/14,2,abco,2,1,-1.5
6,7/22/14,2,cade,2,1,-1.3
6,7/22/14,2,ceco,2,1,-1.2
6,7/22/14,2,arpa,2,1,-1.1
6,7/22/14,2,cade,2,2,-1.45
6,7/22/14,2,arpa,2,2,-1.4
6,7/22/14,2,abco,2,2,-1.2
6,7/22/14,2,ceco,2,2,-1.2
6,7/22/14,2,arpa,2,3,-1.45
6,7/22/14,2,abco,2,3,-1.4
6,7/22/14,2,cade,2,3,-1.25
6,7/22/14,2,cade,3,1,-1.25
6,7/22/14,2,abco,3,1,-1.05
6,7/22/14,2,ceco,3,1,-0.9
6,7/22/14,2,arpa,3,1,-0.5
6,7/22/14,2,abco,3,2,-1.05
6,7/22/14,2,cade,3,2,-1.05
6,7/22/14,2,ceco,3,2,-0.9
6,7/22/14,2,arpa,3,2,-0.5
6,7/22/14,2,cade,3,3,-1.15
6,7/22/14,2,ceco,4,1,-1.3
6,7/22/14,2,cade,4,1,-0.9
6,7/22/14,2,abco,4,1,-0.8
6,7/22/14,2,arpa,4,1,-0.6
6,7/22/14,2,ceco,4,2,-1.3
6,7/22/14,2,abco,4,2,-0.75
6,7/22/14,2,cade,4,2,-0.75
6,7/22/14,2,arpa,4,2,-0.5
6,7/22/14,2,cade,4,3,-0.7
6,7/22/14,2,arpa,4,3,-0.65
6,7/22/14,2,abco,5,1,-1.25
6,7/22/14,2,cade,5,1,-1.1
6,7/22/14,2,ceco,5,1,-0.85
6,7/22/14,2,arpa,5,1,-0.8
6,7/22/14,2,abco,5,2,-1.15
6,7/22/14,2,arpa,5,2,-1
6,7/22/14,2,cade,5,2,-0.95
6,7/22/14,2,ceco,5,2,-0.9
6,7/22/14,2,cade,5,3,-1
6,7/22/14,2,arpa,5,3,-0.8
7,8/15/14,1,cade,1,1,-1.9
7,8/15/14,1,arpa,1,1,-1.7
7,8/15/14,1,ceco,1,1,-1.3
7,8/15/14,1,abco,1,1,-1.25
7,8/15/14,1,arpa,1,2,-1.9
7,8/15/14,1,cade,1,2,-1.85
7,8/15/14,1,ceco,1,2,-1.3
7,8/15/14,1,abco,1,2,-1.15
7,8/15/14,1,arpa,1,3,-1.75
7,8/15/14,1,abco,2,1,-1.7
7,8/15/14,1,ceco,2,1,-1.6
7,8/15/14,1,cade,2,1,-1.35
7,8/15/14,1,arpa,2,1,-1.2
7,8/15/14,1,abco,2,2,-1.65
7,8/15/14,1,ceco,2,2,-1.55
7,8/15/14,1,arpa,2,2,-1.25
7,8/15/14,1,cade,2,2,-1.2
7,8/15/14,1,cade,3,1,-2.4
7,8/15/14,1,arpa,3,1,-2.35
7,8/15/14,1,ceco,3,1,-2.1
7,8/15/14,1,abco,3,1,-1.5
7,8/15/14,1,arpa,3,2,-2.4
7,8/15/14,1,cade,3,2,-2.35
7,8/15/14,1,abco,3,2,-1.75
7,8/15/14,1,ceco,3,2,-1.45
7,8/15/14,1,ceco,3,3,-1.85
7,8/15/14,1,abco,3,3,-1.5
7,8/15/14,1,cade,4,1,-2.3
7,8/15/14,1,abco,4,1,-1.65
7,8/15/14,1,arpa,4,1,-1.6
7,8/15/14,1,ceco,4,1,-1.4
7,8/15/14,1,cade,4,2,-2.3
7,8/15/14,1,ceco,4,2,-2.1
7,8/15/14,1,abco,4,2,-1.6
7,8/15/14,1,arpa,4,2,-1.45
7,8/15/14,1,ceco,4,3,-2.1
7,8/15/14,1,arpa,4,3,-1.5
7,8/15/14,1,arpa,5,1,-2
7,8/15/14,1,cade,5,1,-1.8
7,8/15/14,1,ceco,5,1,-1.4
7,8/15/14,1,abco,5,1,-1.4
7,8/15/14,1,arpa,5,2,-2.1
7,8/15/14,1,cade,5,2,-1.75
7,8/15/14,1,ceco,5,2,-1.4
7,8/15/14,1,abco,5,2,-1.4
7,8/14/14,2,arpa,1,1,-2.65
7,8/14/14,2,abco,1,1,-1.8
7,8/14/14,2,ceco,1,1,-1.6
7,8/14/14,2,cade,1,1,-1.6
7,8/14/14,2,ceco,1,2,-2.7
7,8/14/14,2,arpa,1,2,-2.4
7,8/14/14,2,abco,1,2,-1.85
7,8/14/14,2,cade,1,2,-1.7
7,8/14/14,2,arpa,1,3,-2.8
7,8/14/14,2,ceco,1,3,-2.7
7,8/14/14,2,ceco,2,1,-3.3
7,8/14/14,2,arpa,2,1,-2.7
7,8/14/14,2,cade,2,1,-2
7,8/14/14,2,abco,2,1,-1.6
7,8/14/14,2,ceco,2,2,-2.7
7,8/14/14,2,arpa,2,2,-2.3
7,8/14/14,2,cade,2,2,-2
7,8/14/14,2,abco,2,2,-1.8
7,8/14/14,2,ceco,2,3,-2.7
7,8/14/14,2,arpa,2,3,-2.1
7,8/14/14,2,abco,2,3,-1.65
7,8/14/14,2,ceco,3,1,-1.8
7,8/14/14,2,cade,3,1,-1.5
7,8/14/14,2,abco,3,1,-1.3
7,8/14/14,2,arpa,3,1,-1
7,8/14/14,2,ceco,3,2,-2
7,8/14/14,2,cade,3,2,-1.8
7,8/14/14,2,abco,3,2,-1.35
7,8/14/14,2,arpa,3,2,-1
7,8/14/14,2,ceco,3,3,-1.85
7,8/14/14,2,cade,3,3,-1.6
7,8/14/14,2,ceco,4,1,-2.4
7,8/14/14,2,arpa,4,1,-1.3
7,8/14/14,2,abco,4,1,-1.2
7,8/14/14,2,cade,4,1,-1.1
7,8/14/14,2,ceco,4,2,-2.15
7,8/14/14,2,abco,4,2,-1.3
7,8/14/14,2,arpa,4,2,-1.25
7,8/14/14,2,cade,4,2,-1.1
7,8/14/14,2,ceco,4,3,-2.35
7,8/14/14,2,arpa,5,1,-2.35
7,8/14/14,2,cade,5,1,-1.85
7,8/14/14,2,abco,5,1,-1.7
7,8/14/14,2,ceco,5,1,-1.35
7,8/14/14,2,arpa,5,2,-2.25
7,8/14/14,2,cade,5,2,-1.9
7,8/14/14,2,abco,5,2,-1.5
7,8/14/14,2,ceco,5,2,-1.3
7,8/14/14,2,abco,5,3,-1.85
8,9/19/14,1,arpa,1,1,-2.85
8,9/19/14,1,cade,1,1,-2.6
8,9/19/14,1,ceco,1,1,-1.8
8,9/19/14,1,abco,1,1,-1.6
8,9/19/14,1,arpa,1,2,-2.9
8,9/19/14,1,cade,1,2,-2.65
8,9/19/14,1,ceco,1,2,-1.8
8,9/19/14,1,abco,1,2,-1.5
8,9/19/14,1,arpa,2,1,-2.4
8,9/19/14,1,ceco,2,1,-2
8,9/19/14,1,cade,2,1,-1.8
8,9/19/14,1,abco,2,1,-1.7
8,9/19/14,1,arpa,2,2,-2.25
8,9/19/14,1,cade,2,2,-1.9
8,9/19/14,1,ceco,2,2,-1.8
8,9/19/14,1,abco,2,2,-1.5
8,9/19/14,1,ceco,2,3,-2.1
8,9/19/14,1,abco,2,3,-1.6
8,9/19/14,1,arpa,3,1,-3.5
8,9/19/14,1,cade,3,1,-3.1
8,9/19/14,1,abco,3,1,-1.9
8,9/19/14,1,ceco,3,1,-1.6
8,9/19/14,1,arpa,3,2,-3.5
8,9/19/14,1,cade,3,2,-3.1
8,9/19/14,1,abco,3,2,-1.9
8,9/19/14,1,ceco,3,2,-1.7
8,9/19/14,1,cade,4,1,-3.2
8,9/19/14,1,ceco,4,1,-3
8,9/19/14,1,arpa,4,1,-2.7
8,9/19/14,1,abco,4,1,-1.9
8,9/19/14,1,cade,4,2,-3.1
8,9/19/14,1,arpa,4,2,-2.8
8,9/19/14,1,ceco,4,2,-2.3
8,9/19/14,1,abco,4,2,-1.6
8,9/19/14,1,ceco,4,3,-3
8,9/19/14,1,abco,4,3,-1.5
8,9/19/14,1,arpa,5,1,-3.3
8,9/19/14,1,cade,5,1,-2.2
8,9/19/14,1,ceco,5,1,-1.9
8,9/19/14,1,abco,5,1,-1.65
8,9/19/14,1,arpa,5,2,-3.35
8,9/19/14,1,cade,5,2,-2.25
8,9/19/14,1,ceco,5,2,-1.8
8,9/19/14,1,abco,5,2,-1.7
8,9/20/14,2,arpa,1,1,-4.3
8,9/20/14,2,cade,1,1,-2.5
8,9/20/14,2,ceco,1,1,-2.2
8,9/20/14,2,abco,1,1,-1.75
8,9/20/14,2,arpa,1,2,-4.4
8,9/20/14,2,cade,1,2,-2.3
8,9/20/14,2,ceco,1,2,-2.2
8,9/20/14,2,abco,1,2,-2
8,9/20/14,2,abco,1,3,-2.3
8,9/20/14,2,cade,1,3,-2.3
8,9/20/14,2,abco,2,1,-3.5
8,9/20/14,2,ceco,2,1,-3.2
8,9/20/14,2,arpa,2,1,-3
8,9/20/14,2,cade,2,1,-2.6
8,9/20/14,2,abco,2,2,-3.5
8,9/20/14,2,ceco,2,2,-3.2
8,9/20/14,2,arpa,2,2,-3.2
8,9/20/14,2,cade,2,2,-2.6
8,9/20/14,2,arpa,2,3,-3
8,9/20/14,2,ceco,3,1,-2.55
8,9/20/14,2,cade,3,1,-2.2
8,9/20/14,2,abco,3,1,-1.7
8,9/20/14,2,arpa,3,1,-1.6
8,9/20/14,2,ceco,3,2,-2.4
8,9/20/14,2,cade,3,2,-2.25
8,9/20/14,2,arpa,3,2,-1.6
8,9/20/14,2,abco,3,2,-1.6
8,9/20/14,2,abco,3,3,-1.8
8,9/20/14,2,ceco,4,1,-3.4
8,9/20/14,2,cade,4,1,-2.1
8,9/20/14,2,arpa,4,1,-1.8
8,9/20/14,2,abco,4,1,-1.4
8,9/20/14,2,ceco,4,2,-3.3
8,9/20/14,2,abco,4,2,-2.2
8,9/20/14,2,cade,4,2,-2.1
8,9/20/14,2,arpa,4,2,-1.75
8,9/20/14,2,abco,4,3,-1.9
8,9/20/14,2,arpa,5,1,-3.95
8,9/20/14,2,ceco,5,1,-3.2
8,9/20/14,2,cade,5,1,-3
8,9/20/14,2,abco,5,1,-2.1
8,9/20/14,2,arpa,5,2,-4
8,9/20/14,2,ceco,5,2,-3.25
8,9/20/14,2,cade,5,2,-2.7
8,9/20/14,2,abco,5,2,-2.3
8,9/20/14,2,cade,5,3,-2.9
8,9/20/14,2,abco,5,3,-2
9,10/24/14,1,cade,1,1,-2.3
9,10/24/14,1,arpa,1,1,-2.1
9,10/24/14,1,ceco,1,1,-1.7
9,10/24/14,1,abco,1,1,-1.7
9,10/24/14,1,arpa,1,2,-2.1
9,10/24/14,1,cade,1,2,-2
9,10/24/14,1,ceco,1,2,-1.65
9,10/24/14,1,abco,1,2,-1.6
9,10/24/14,1,cade,1,3,-2
9,10/24/14,1,ceco,2,1,-2.5
9,10/24/14,1,abco,2,1,-2.2
9,10/24/14,1,cade,2,1,-1.85
9,10/24/14,1,arpa,2,1,-1.7
9,10/24/14,1,ceco,2,2,-2.5
9,10/24/14,1,abco,2,2,-2.3
9,10/24/14,1,cade,2,2,-1.65
9,10/24/14,1,arpa,2,2,-1.55
9,10/24/14,1,cade,2,3,-1.9
9,10/24/14,1,arpa,3,1,-2.45
9,10/24/14,1,cade,3,1,-2.1
9,10/24/14,1,ceco,3,1,-1.85
9,10/24/14,1,abco,3,1,-1.8
9,10/24/14,1,arpa,3,2,-2.4
9,10/24/14,1,cade,3,2,-2.2
9,10/24/14,1,abco,3,2,-1.9
9,10/24/14,1,ceco,3,2,-1.7
9,10/24/14,1,ceco,3,3,-1.8
9,10/24/14,1,ceco,4,1,-2.5
9,10/24/14,1,arpa,4,1,-2.4
9,10/24/14,1,cade,4,1,-1.9
9,10/24/14,1,abco,4,1,-1.65
9,10/24/14,1,arpa,4,2,-2.4
9,10/24/14,1,cade,4,2,-2.1
9,10/24/14,1,abco,4,2,-1.5
9,10/24/14,1,cade,4,3,-2.1
9,10/24/14,1,abco,4,3,-1.6
9,10/24/14,1,arpa,5,1,-2.3
9,10/24/14,1,cade,5,1,-1.9
9,10/24/14,1,ceco,5,1,-1.7
9,10/24/14,1,abco,5,1,-1.6
9,10/24/14,1,arpa,5,2,-2.5
9,10/24/14,1,cade,5,2,-2
9,10/24/14,1,ceco,5,2,-1.8
9,10/24/14,1,abco,5,2,-1.5
9,10/24/14,1,arpa,5,3,-2.5
9,10/25/14,2,arpa,1,1,-3.4
9,10/25/14,2,ceco,1,1,-2
9,10/25/14,2,cade,1,1,-1.9
9,10/25/14,2,abco,1,1,-1.85
9,10/25/14,2,arpa,1,2,-3.25
9,10/25/14,2,cade,1,2,-2.1
9,10/25/14,2,ceco,1,2,-2
9,10/25/14,2,abco,1,2,-1.9
9,10/25/14,2,arpa,1,3,-3.3
9,10/25/14,2,cade,1,3,-2
9,10/25/14,2,ceco,2,1,-3.1
9,10/25/14,2,arpa,2,1,-2.8
9,10/25/14,2,cade,2,1,-2.25
9,10/25/14,2,abco,2,1,-2
9,10/25/14,2,ceco,2,2,-3.3
9,10/25/14,2,arpa,2,2,-2.6
9,10/25/14,2,cade,2,2,-2.2
9,10/25/14,2,abco,2,2,-1.9
9,10/25/14,2,ceco,3,1,-2.3
9,10/25/14,2,cade,3,1,-1.9
9,10/25/14,2,abco,3,1,-1.8
9,10/25/14,2,arpa,3,1,-1.6
9,10/25/14,2,ceco,3,2,-2.25
9,10/25/14,2,cade,3,2,-1.9
9,10/25/14,2,arpa,3,2,-1.6
9,10/25/14,2,abco,3,2,-1.5
9,10/25/14,2,abco,3,3,-1.6
9,10/25/14,2,ceco,4,1,-2.4
9,10/25/14,2,cade,4,1,-1.8
9,10/25/14,2,arpa,4,1,-1.75
9,10/25/14,2,abco,4,1,-1.4
9,10/25/14,2,ceco,4,2,-2.5
9,10/25/14,2,arpa,4,2,-2.4
9,10/25/14,2,cade,4,2,-1.75
9,10/25/14,2,abco,4,2,-1.6
9,10/25/14,2,abco,4,3,-1.6
9,10/25/14,2,arpa,4,3,-1.55
9,10/25/14,2,arpa,5,1,-3.3
9,10/25/14,2,ceco,5,1,-2.55
9,10/25/14,2,cade,5,1,-2.3
9,10/25/14,2,abco,5,1,-2
9,10/25/14,2,arpa,5,2,-3.4
9,10/25/14,2,ceco,5,2,-2.25
9,10/25/14,2,cade,5,2,-2.25
9,10/25/14,2,abco,5,2,-2.2
9,10/25/14,2,ceco,5,3,-2.4
9,10/25/14,2,abco,5,3,-2.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
